pk,sk,assigned_cohort,fee,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,from_where_did_you_hear_about_us,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,relation_id,reward_awarded_date,completion_date,withdraw_reason,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,team_creator,send_for_approval_mechanism_t_c,please_identify_your_student_status,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship1,i_will_be_available_from79_pm_ist730930_am_cst_for_meetings_onc,from_which_medium_did_you_hear_about_the_internship,why_do_you_want_to_apply_for_this_internship,withdraw_date,created_at,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#03db4b84-a7e6-4ea9-951b-ac34ca7ae258,Learner#0000000010RZVYSCY5XPXRPJKJ,BVLOK7U,,1070,1742318189145,0,,unpaid,,1742446206974,2025-03-18T17:16:00.448Z,GlobalShala Website,1234567890,,,,BVLOK7U,,,,,,,,TRUE,,,,,,,,12345678,,1742318160448,,WorkItem#0000000010Z31QXAV0CZG09MK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#6c82039f-8065-4837-b0b1-f69d517ec18b,Learner#0000000010EQC0VAG9SM7T5AJK,B3HTI8F,,1030,1677592979402,0,,unpaid,,1677592979403,2023-02-22T09:45:19.975Z,Google Search,Testing-Deepanshu,,,BLRO9C6,B3HTI8F,PDSPCK,,,,,,,TRUE,,,,,,,,dsfsdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#c7f7a508-a6d2-4485-b99c-2dcb1decfc5d,Learner#0000000010ABGMGQ0G5R9VPAR7,B1B4UR4,,1070,1686819803743,0,,unpaid,TRUE,1686819805164,2023-06-15T09:02:59.910Z,social Media,Accepted by automation,,,,B1B4UR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#8d4c12bb-211d-459f-8b2d-653095f9b529,Learner#0000000010S0F95DHJ78BPZ3BC,B6IGXTP,,1080,1709280174733,1,pi_3OpR6BHbktQoRPOz14YGgFZl,paid,TRUE,1709280357923,2024-03-01T08:02:21.784Z,Illinois Institute of Technology,Accepted by automation,,,,B6IGXTP,,,,,,,,,,,,,,,,,,1709280141784,,WorkItem#0000000010NJPBP79CWQNAVQHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#00000000102WKM0N6ANKWWWZX9,BYSDX99,,1070,1750756364399,0,,unpaid,,1751354611353,2025-06-24T09:12:09.737Z,Google Search,Strong application,,,,BYSDX99,,,,,,,,TRUE,,,,,,,,s,,1750756329738,,WorkItem#0000000010PSSQR8K07YSJS8FK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000104G16BAS1AXGX7CY3,,0,,,,,,,1727609696380,,,,Course,,,,,,,,,,,,,,,,,,,,,1727609478224,,WorkItem#00000000107THFG3ZDPEJ9VEWH,,,,,"'""is_frozen'"":'""false'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010FH9BJR1GFP2KHMCW,,0,,,,,,,1687527740710,,,,Event,,,,,,,,,,,,,,,,,,,,,1687527740710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010XJ1QJQ7EPJXK8Y70,,0,,,,,,,1699340574317,,,,Career,,,,,,,,,,,,,,,,,,,,,1699340574317,,,,,,,"'""question'"":'""Question3'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#6ca14518-2878-4135-adc1-06e6f0605e0b,Learner#0000000010N09YD4HGA2CWKFQ9,,,1020,1737107825069,10,,unpaid,,1737107825131,2025-01-17T09:56:10.628Z,Social Media,aa,,,,BJVCXL3,,,,,,,,TRUE,,,,,,,,199999,,1737107770628,http://localhost:4200/user-profile/personal-information,WorkItem#00000000102MAPFPCA1DRVW303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000104GKHTJ5MN61TA68F,,0,,,,,,,1708411005774,,,,Career,,,,,,,,,,,,,,,,,,,,,1708411005774,,WorkItem#0000000010HT0EGA69P0760KVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010FHA7S2DGVDT8Q9FC,,0,,,,,,,1686381847288,,,,Internship,,,,,,,,,,,,,,,,,,,,,1679472359750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010S06EAY88E6PWGVYG,BFTI96H,,1070,1712583907218,0,,unpaid,,1712584471155,2024-03-25T09:10:25.718Z,Social Media,yes,,,,BFTI96H,,,,,,,111111,TRUE,,,,,,,,,,1711357825718,,WorkItem#0000000010EVGXV5BT7DMN86RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#56a4a16b-6b54-4329-ad5a-7929d2c6a23c,Learner#0000000010S1KCD9S2K6TJDYDT,B7Q9TMD,,1070,1756201385436,0,,unpaid,,1756201386038,2025-08-26T09:42:43.798Z,GlobalShala Website,Strong application,,,,B7Q9TMD,,,,,,,,TRUE,,,,,,,,Applu,,1756201363798,,WorkItem#0000000010EG195FH92KP2TWKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#03db4b84-a7e6-4ea9-951b-ac34ca7ae258,Learner#0000000010S35E3BQKTFESBCK1,BS7QNWU,,1070,1750657825070,0,,unpaid,,1750657826340,2025-06-23T05:45:35.464Z,Northeastern University,Strong application,,,BJ6BTAU,BS7QNWU,,,,,123456,TCB7TKD,12345678,TRUE,,manual,,,,,,,,1750657535464,http://localhost:4200/opportunities/Competitions?category=Competition&isFilterByEligibility=0&tab=0,WorkItem#000000001067DC6E0QSBEDF4V4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#000000001011QF0EHGFBHY9GKW,,0,,,,,,,1697088983021,,,,Masterclass,,,,,,,,,,,,,,,,,,,,,1697088983021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010FHJDNGXRBF4X0CXV,,0,,,,,,,1709284508999,,,,Engagement,,,,,,,,,,,,,,,,,,,,,1709279651221,,WorkItem#00000000104E5N283FFKXY3Y71,,,,,"{'""code'"":'""QOPHUZQ'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#9bbce4d1-b4cf-46b3-a556-870c269bc735,Learner#000000001011RAR8PEXNGKSN6V,,,1040,1759312116185,0,,unpaid,,1759312116357,2025-10-01T09:48:35.480Z,Illinois Institute of Technology,This is an auto approved opportunity,,,,BG47AEF,,,,,,,,TRUE,,,,,,,,Why do you want to apply for this Internship? *,,1759312115480,,WorkItem#0000000010216TV0D53JN0H8QG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010HZ46RVTP457B1A73,,0,,,,,,,1687154211572,,,,Course,,,,,,,,,,,,,,,,,,,,,1687154211572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#31226377-4c97-4d6c-8b67-126601474c0c,Learner#0000000010S0EXHFX0HAFBSZ04,,,1010,,0,,unpaid,,1698919418484,2023-11-02T10:03:38.484Z,Social Media,,,,,B1AMR7V,,,,,Team Compete 1698918543996,T8SAJQE,,TRUE,,manual,,,,,,,,1698919418484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010SPXCE5YZP7M0D6HA,,0,,,,,,,1727669309316,,,,Career,,,,,,,,,,,,,,,,,,,,,1727669309316,,WorkItem#0000000010AQQEJ7B5V3QD436V,,,,,"{'""serial_number'"":'""0'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000104H9XQ5YQKRTD6W6N,,0,,,,,,,1737624879208,,,,Competition,,,,,,,,,,,,,,,,,,,,,1730270459390,,WorkItem#0000000010V2125F73MR6PEQQJ,,,,,"'""created_at'"":'""1732267336347'""","'""ans_type'"":'""string'""}","{'""serial_number'"":'""1'""","'""code'"":'""QPN3AMG'""","'""is_required_for_badge_award'"":'""false'""","'""question'"":'""Additional Notes'""","'""is_frozen'"":'""false'""","'""ans_type'"":'""string'""}""",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#00000000104HSJH1CGVADHXDEF,,,1030,1749105834413,0,,unpaid,,1749105834489,2025-02-04T08:30:25.798Z,Illinois Institute of Technology,Irrelevant answers that donâ€™t address the question.,,,,BC0N50Y,,,,,,,,TRUE,,,,,,,,Learning,,1738657825798,,WorkItem#000000001015Q9YPC2BHSXTR3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010N2PRZPR5JKVZGGCK,,100,,,,,,,1688379092008,,,,Internship,,,,,,,,,,,,,,,,,,,,,1686488904725,,,,,,,"'""ref_properties'"":'""{\'""relation_id\'"":\'""PD9GML\'""}'""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#dbd07ad0-6507-4ab4-812e-93a1a847c194,Learner#00000000106B42D18QYP6NMDQT,BYTU1M9,,1120,1761810767861,0,,unpaid,,1771406046698,2025-10-30T07:52:47.318Z,GlobalShala Website,This is an auto approved opportunity,,,,BYTU1M9,,1771406046560,1771406046560,,,,,TRUE,,,,,,,,Test123,,1761810767318,https://www.google.com/,WorkItem#0000000010797KPAH6GZK6R4AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010V7J0FBBF83EPQQEY,BUUPKOM,,1070,1725373451876,0,,unpaid,TRUE,1725373453502,2024-09-03T14:23:31.623Z,Google Search,asdfghj,,,,BUUPKOM,,,,,,,,,,,,,,,,,,1725373411623,,WorkItem#0000000010S671JQ4XH47ND4JM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#55413164-e880-419d-8b3d-9ebe12c88cd7,Learner#0000000010CJN3QJM58F1Y2HQN,BVKDVXB,,1070,1697532906890,0,,unpaid,,1697532908477,2023-10-17T08:54:51.452Z,Illinois Institute of Technology,ht,,,,BVKDVXB,,,,,,,453655,TRUE,,,,,,,,,,1697532891452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010S1PXD2QSZBHMDE7K,,,1030,1702985266105,0,,unpaid,,1702985266114,2023-12-18T14:18:07.891Z,Illinois Institute of Technology,a,,,,BQCCZDO,,,,,,,,TRUE,,,,,,,,Testing,,1702909087891,,WorkItem#00000000104K047FF4SXGBG3VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010SQ2W4S1QHAGPMNR2,,0,,,,,,,1689933796900,,,,Competition,,,,,,,,,,,,,,,,,,,,,1689924298163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#db3ca45e-7784-4db9-9ea2-7c4f59d519db,Learner#0000000010900KPNMJKF6ZDCPN,,,1020,1681723609051,7,,unpaid,,1681723609060,2023-04-17T09:26:47.901Z,Social Media,This is an auto approved opportunity,,,,BG0DEG4,,,,,,,,TRUE,,,,,,,,Learn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010FHV4JAQ05PAH5Q5Y,,0,,,,,,,1742873733693,,,,Career,,,,,,,,,,,,,,,,,,,,,1742873733693,,WorkItem#0000000010FV19YW5T11KGFKY6,,,,,"{'""serial_number'"":'""0'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#811d86c7-3047-42c6-9d80-9a563c5180fd,Learner#00000000109C1NQQQQBYFYXFP2,BOZATDP,,1120,1775551778024,0,,unpaid,,1775552628371,2026-04-07T08:49:00.351Z,GlobalShala Website,Candidate meets all requirements,,,,BOZATDP,,1775552628212,1775552628212,,,,,TRUE,,,,,,,,Intern,,1775551740351,,WorkItem#0000000010RP75JGDYK8HSQBSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#39d44a43-5dd4-4ffe-9b57-83541cb11b7a,Learner#0000000010FHX285J8B1ZT20T3,BFL4KBE,,1070,1760090178956,0,,unpaid,,1766494412559,2025-10-10T08:03:11.568Z,Illinois Institute of Technology,Candidate meets all requirements,,,,BFL4KBE,,,,,,,,TRUE,,,,,,,,12345674567890,,1760083391568,,WorkItem#0000000010RRKZPNK79N8B94D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010ZQJ8GKAH6FS8E62Q,,0,,,,,,,1745328686735,,,,Course,,,,,,,,,,,,,,,,,,,,,1745328686735,,WorkItem#0000000010V5VRMHNFC9KRSQ4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#76b2985c-2b56-4301-8c2e-f9c189de2540,Learner#0000000010S30VY7CKZ076ZVWF,,,1020,1686552215089,84,,unpaid,TRUE,1686552215253,2023-06-12T06:43:30.903Z,Illinois Institute of Technology,This is an auto approved opportunity,,,,BZH1BUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010SQJGDNJ1GH8RXZX6,,0,,,,,,,1776230802691,,,,Masterclass,,,,,,,,,,,,,,,,,,,,,1776174841584,,WorkItem#0000000010WXEG3FX6HCXP17A5,,,,,"'""is_frozen'"":'""false'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
